St_ID,St_Flag,Name,Elevation,El_Flag,Long,Lat,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec,Annual
1017559,NA,SOOKE GLINZ,256, ,-123.633333,48.416667,53,67,90,121,155,180,214,222,187,125,78,51,129
1017610,NA,SOUTH PENDER,91, ,-123.216667,48.75,74,89,108,135,168,196,224,225,194,140,95,70,143
1018598,NA,VICTORIA UNI,60, ,-123.3046,48.457,84,94,113,144,176,205,236,235,201,146,104,80,152
1018610,NA,VICTORIA GON,70, ,-123.316667,48.416667,76,89,109,134,162,184,203,204,188,138,96,71,138
1018611,NA,VICTORIA GON,69, ,-123.3252,48.41342,77,89,109,137,161,185,202,205,188,141,97,71,139
1018616,NA,VICTORIA HIG,191, ,-123.516667,48.516667,55,71,95,132,172,201,239,235,199,131,80,51,138
1018620,NA,VICTORIA INT,19, ,-123.4258,48.64694,75,87,108,135,169,198,224,223,196,141,96,69,144
1018640,NA,VICTORIA LAN,29, ,-123.316667,48.433333,78,89,110,137,170,196,224,224,195,142,97,73,145
1018642,NA,VICTORIA MAR,32, ,-123.75,48.366667,77,86,104,122,148,166,186,188,175,130,93,69,129
1018651,NA,VICTORIA NOR,37, ,-123.4,48.483333,77,91,116,145,181,209,238,238,209,148,101,71,152
1018660,NA,VICTORIA TIL,23, ,-123.383333,48.45,81,94,119,145,179,209,237,234,204,150,101,75,152
1018935,NA,WILLIAM HEAD,12, ,-123.5386,48.33972,79,88,103,128,159,187,213,213,181,133,96,75,138
1018FJ5,NA,VICTORIA HAR,154, ,-123.4591,48.53383,84,96,117,144,179,207,240,237,208,147,102,76,153
1019010,NA,YOUBOU,174, ,-124.216667,48.883333,73,86,105,128,173,211,245,247,213,151,97,71,150
101C0ME,NA,GALIANO SOUT,61, ,-123.35,48.883333,-9999,-9999,-9999,-9999,-9999,-9999,219,224,191,136,88,-9999,-9999
101HFEE,NA,VICTORIA PHY,8, ,-123.266667,48.45,76,84,103,129,160,182,206,204,178,131,95,73,135
101QFEG,NA,VICTORIA SHO,21, ,-123.366667,48.45,81,92,117,144,182,207,232,231,201,147,99,74,151
1020270,NA,ALERT BAY,59, ,-126.933333,50.583333,62,72,92,115,143,162,181,185,163,119,77,57,119
1020590,NA,BALLENAS ISL,12, ,-124.1603,49.35028,75,82,-9999,131,165,194,219,222,186,139,104,83,-9999
1020880,NA,BLACK CREEK,46, ,-125.133333,49.85,58,73,100,134,171,200,227,229,191,128,80,49,137
1021260,NA,CAMPBELL RIV,79, ,-125.3,50.016667,54,68,93,127,164,196,229,225,187,124,76,47,133
1021261,NA,CAMPBELL RIV,105, ,-125.2708,49.95084,55,72,97,130,169,199,231,232,196,130,76,49,136
1021262,NA,CAMPBELL RIV,128, ,-125.316667,50.066667,49,65,90,126,168,197,229,227,192,127,73,43,132
1021263,NA,CAMPBELL RIV,31, ,-125.316667,50.05,59,73,101,134,173,207,235,234,201,134,81,53,140
1021265,NA,CAMPBELL RIV,3, ,-125.233333,50.016667,64,73,92,122,158,187,214,213,176,123,83,58,130
1021266,NA,CAMPBELL RIV,9, ,-125.2075,49.945,64,78,100,-9999,171,199,226,-9999,191,130,85,-9999,-9999
1021320,NA,CAPE LAZO,38, ,-124.866667,49.7,58,71,93,120,155,187,210,211,179,124,76,55,128
1021330,NA,CAPE MUDGE,4, ,-125.195,49.99833,65,75,96,128,164,193,222,220,186,128,85,60,135
1021480,NA,CHATHAM POIN,22, ,-125.4333,50.33333,55,65,87,118,152,177,198,196,162,112,72,51,120
1021737,NA,COAL HARBOUR,57, ,-127.5,50.6,62,76,97,122,154,177,204,208,185,129,80,56,129
1021830,NA,COMOX A,25, ,-124.9,49.71667,63,73,96,128,166,198,227,227,190,129,85,59,137
1021838,NA,COMOX PCC,12, ,-125.033333,49.683333,65,76,101,132,171,202,229,227,189,131,87,61,139
1021850,NA,COOMBS,98, ,-124.4292,49.30583,59,76,103,136,175,205,241,241,205,136,83,53,143
1021950,NA,CORTES ISLAN,6, ,-125.033333,50.083333,63,72,96,128,167,196,221,220,185,127,82,56,134
1021960,NA,CORTES ISLAN,15, ,-124.9494,50.07139,59,79,105,141,179,209,240,239,201,134,84,56,144
1021988,NA,COURTENAY GR,81, ,-124.9992,49.76306,55,69,94,131,171,200,229,230,194,128,75,49,135
1021989,NA,COURTENAY PU,40, ,-125.0325,49.68639,60,78,105,143,181,214,247,247,208,140,85,55,147
1022250,NA,CUMBERLAND,159, ,-125.033333,49.616667,56,76,101,138,174,200,235,236,203,136,81,50,141
1022430,NA,DENMAN ISLAN,14, ,-124.783333,49.516667,61,74,100,135,170,202,233,234,197,134,84,55,140
1022436,NA,DENMAN ISLAN,92, ,-124.8,49.55,58,71,100,135,174,206,238,-9999,-9999,-9999,80,54,-9999
1022571,NA,DUNCAN GLENO,84, ,-123.7653,48.75585,54,75,106,144,181,209,246,247,215,136,78,47,145
1022689,NA,ENTRANCE ISL,5, ,-123.8,49.21667,72,82,98,124,157,188,211,209,181,130,94,72,135
1023042,NA,GABRIOLA ISL,46, ,-123.7336,49.15389,66,77,99,130,166,194,223,224,191,134,88,63,138
1023462,NA,HERIOT BAY S,17, ,-125.2031,50.09917,58,70,95,129,167,198,226,224,187,125,78,55,134
1024638,NA,LITTLE QUALI,30, ,-124.5122,49.35278,63,78,102,132,171,199,228,231,196,135,87,58,140
1024642,NA,LITTLE QUALI,42, ,-124.5,49.366667,64,-9999,101,-9999,173,203,-9999,-9999,-9999,-9999,-9999,57,-9999
1025234,NA,MT WASHINGTO,1197, ,-125.283333,49.75,10,16,28,51,-9999,-9999,-9999,-9999,-9999,-9999,27,3,-9999
1025237,NA,MT WASHINGTO,1450, ,-125.2911,49.75,-1,5,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1025240,NA,MUD BAY,4, ,-124.7942,49.47083,61,75,100,134,172,203,230,230,194,133,83,55,139
1025254,NA,MYRA CREEK,353, ,-125.605,49.57556,28,46,80,121,169,203,242,249,207,124,55,22,129
1025340,NA,NANAIMO,70, ,-123.966667,49.183333,72,86,109,139,179,204,232,237,206,144,92,64,147
1025370,NA,NANAIMO A,28, ,-123.8703,49.05222,68,85,109,139,176,206,239,242,208,145,92,62,148
1025371,NA,NANAIMO WATE,114, ,-123.966667,49.15,59,71,-9999,-9999,-9999,194,-9999,-9999,195,133,82,56,-9999
10253P0,NA,NANAIMO CHUB,21, ,-123.933333,49.166667,65,77,101,131,168,196,229,227,193,133,89,62,139
1025915,NA,OYSTER RIVER,11, ,-125.133333,49.883333,62,73,97,131,170,201,227,226,189,128,83,56,137
1025970,NA,PARKSVILLE,82, ,-124.3,49.3,60,83,105,135,170,202,231,235,200,136,84,53,141
1025977,NA,PARKSVILLE S,1, ,-124.3,49.333333,73,79,98,130,168,198,222,220,184,131,91,66,138
1025C70,NA,NANAIMO DEPA,8, ,-123.95,49.216667,68,80,99,129,165,193,223,223,192,134,89,63,138
1026170,NA,PINE ISLAND,15, ,-127.7281,50.97583,71,76,86,102,121,137,149,155,141,115,84,67,109
1026270,NA,PORT HARDY A,21, ,-127.3661,50.68028,65,73,89,112,139,158,178,181,157,117,80,59,117
1026323,NA,PORT MCNEILL,91, ,-127.083333,50.583333,70,75,91,124,148,161,191,-9999,173,131,87,61,-9999
1026562,NA,QUALICUM AIR,58, ,-124.3939,49.33722,66,74,102,127,-9999,-9999,233,233,200,138,82,61,-9999
1026565,NA,QUALICUM R F,7, ,-124.6172,49.39361,64,75,97,128,166,195,224,221,186,130,86,58,136
1026639,NA,QUINSAM RIVE,45, ,-125.3039,50.01611,54,73,99,133,171,202,234,234,198,131,78,48,138
1027114,NA,SAYWARD 2,16, ,-125.933333,50.316667,46,67,98,137,171,192,210,212,191,131,71,42,131
1027775,NA,STRATHCONA D,201, ,-125.583333,50,40,56,86,121,168,198,229,230,196,123,70,36,129
10277GN,NA,STRATHCONA P,229, ,-125.65,49.883333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,131,-9999,-9999,-9999
1028L3M,NA,UPPER CAMPBE,549, ,-125.633333,49.9,25,45,73,115,159,190,232,233,199,122,47,18,122
102BFHH,NA,ENTRANCE ISL,5, ,-123.8089,49.20891,69,73,92,114,150,177,202,201,172,125,88,68,128
102JR88,NA,COURTENAY ME,35, ,-124.9769,49.71696,55,71,102,140,180,210,237,238,198,130,78,50,141
102PG75,NA,STUART CHANN,14, ,-123.8,49.083333,68,83,110,143,181,-9999,242,242,206,141,90,63,-9999
1030180,NA,ALBERNI BEAV,91, ,-124.933333,49.366667,48,69,107,139,186,208,251,258,218,139,75,36,145
1030210,NA,ALBERNI LUPS,9, ,-124.816667,49.25,57,78,107,141,180,207,248,247,218,147,83,53,147
1030220,NA,ALBERNI MCCO,43, ,-124.883333,49.283333,50,71,106,142,185,217,255,259,219,144,77,43,147
1030230,NA,ALBERNI ROBE,73, ,-124.9822,49.33722,42,65,102,140,185,217,257,259,221,142,72,36,145
1030425,NA,AMPHITRITE P,11, ,-125.533333,48.916667,84,90,104,119,139,153,171,180,171,135,102,79,127
1030552,NA,ASH RIVER GE,91, ,-125.15,49.366667,43,53,82,120,165,199,239,241,203,127,67,37,131
1030605,NA,BAMFIELD EAS,4, ,-125.116667,48.833333,84,93,105,122,145,163,183,192,177,141,101,77,132
1031110,NA,BULL HARBOUR,14, ,-127.95,50.916667,71,77,90,108,127,142,160,166,154,121,86,65,114
1031316,NA,CAPE BEALE L,25, ,-125.2161,48.78611,83,89,98,112,133,149,165,167,160,131,100,81,122
1031353,NA,CAPE SCOTT,71, ,-128.4272,50.78222,77,77,86,100,120,139,155,161,148,121,93,76,113
1031413,NA,CARNATION CR,61, ,-125,48.9,80,91,110,134,161,181,203,203,195,147,99,72,140
1031650,NA,CLAYOQUOT,23, ,-125.9,49.15,90,100,113,133,156,179,198,203,190,151,111,86,143
1032730,NA,ESTEVAN POIN,7, ,-126.5508,49.3835,82,86,97,113,135,154,171,176,164,130,99,80,124
1032731,NA,ESTEVAN POIN,7, ,-126.5447,49.38319,87,94,101,115,141,156,170,174,170,134,102,84,127
1033230,NA,GOLD RIVER,3, ,-126.166667,49.666667,-9999,78,101,-9999,168,-9999,245,-9999,-9999,-9999,79,-9999,-9999
1033232,NA,GOLD RIVER T,140, ,-126.0483,49.78306,46,71,102,140,183,212,248,253,217,136,70,38,143
1033456,NA,HENDERSON LA,2, ,-125.1419,49.13333,60,71,94,122,153,176,204,209,193,136,89,54,130
1033480,NA,HOLBERG,579, ,-128,50.65,43,42,51,69,97,121,142,150,133,94,56,36,86
1033483,NA,HOLBERG FIRE,46, ,-127.983333,50.65,68,77,96,119,146,167,190,198,181,131,83,61,126
1033485,NA,HOLBERG PUMP,42, ,-128,50.65,52,-9999,-9999,-9999,141,-9999,-9999,197,164,119,75,60,-9999
1034170,NA,KILDONAN,3, ,-125,49,-9999,-9999,-9999,120,151,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1034175,NA,KILDONAN FAT,5, ,-125.016667,48.983333,-9999,-9999,-9999,-9999,-9999,166,193,195,188,146,100,-9999,-9999
1035612,NA,NITINAT RIVE,14, ,-124.6553,48.85944,68,88,106,135,166,189,218,222,203,147,90,60,141
1035614,NA,NOOTKA LIGHT,15, ,-126.6167,49.6,73,81,98,119,145,167,191,194,177,131,90,70,128
1035940,NA,PACHENA POIN,37, ,-125.0972,48.72278,81,91,102,120,144,159,176,180,169,134,99,79,128
1036205,NA,PORT ALBERNI,59, ,-124.8,49.233333,47,68,104,143,182,203,252,249,214,141,78,49,144
1036206,NA,PORT ALBERNI,2, ,-124.833333,49.25,54,74,109,141,179,210,246,255,221,147,83,48,147
1036208,NA,PORT ALBERNI,163, ,-124.7517,49.20167,58,79,103,136,176,203,238,243,215,145,83,47,144
1036210,NA,PORT ALBERNI,21, ,-124.8,49.25,59,79,112,146,185,213,248,250,222,149,85,53,150
1036218,NA,PORT ALBERNI,70, ,-124.933333,49.3,46,68,104,144,187,214,256,259,224,143,75,38,147
1036240,NA,PORT ALICE,21, ,-127.4533,50.38639,74,80,96,121,155,179,208,209,184,132,91,67,133
1036570,NA,QUATSINO,2, ,-127.6536,50.53333,64,78,99,123,151,174,196,202,180,128,83,60,128
1036572,NA,QUATSINO LIG,21, ,-128.0325,50.44112,83,89,99,115,138,159,182,191,177,136,101,80,129
1036B06,NA,PORT ALBERNI,76, ,-124.9264,49.31669,43,69,99,137,178,211,248,254,217,141,73,37,142
1037090,NA,SARTINE ISLA,111, ,-128.9081,50.82111,69,65,73,85,102,119,136,146,138,112,86,70,100
1037553,NA,SOLANDER ISL,98, ,-127.9405,50.11169,74,74,77,87,102,115,125,137,142,114,90,73,101
1037650,NA,SPRING ISLAN,11, ,-127.416667,50,85,85,94,109,131,152,173,177,168,129,99,79,123
1037890,NA,TAHSIS,5, ,-126.65,49.916667,-9999,78,101,124,-9999,182,-9999,-9999,192,-9999,87,-9999,-9999
1037899,NA,TAHSIS VILLA,9, ,-126.65,49.93333,69,80,96,131,164,188,224,223,199,142,88,-9999,-9999
1038205,NA,TOFINO A,24, ,-125.7725,49.08222,83,89,100,117,144,166,188,190,176,135,99,79,130
1038207,NA,TOFINO VILLA,5, ,-125.9,49.15,84,92,104,120,146,166,186,193,177,139,105,82,133
1038332,NA,UCLUELET KEN,30, ,-125.533333,48.95,85,92,103,121,146,168,188,190,178,140,103,82,133
1038964,NA,WINTER HARBO,5, ,-128.033333,50.516667,71,81,94,114,140,166,190,195,173,130,88,68,126
1039040,NA,ZEBALLOS IRO,91, ,-126.816667,50.033333,67,78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,133,84,-9999,-9999
103EFJ0,NA,NITINAT LAKE,36, ,-124.833333,48.666667,76,84,94,107,128,144,159,163,154,127,92,73,117
1040390,NA,ALTA LAKE,668, ,-122.95,50.15,3,30,66,109,151,190,226,231,179,111,31,-3,110
1040R09,NA,BOWEN ISLAND,91, ,-123.333333,49.4,58,74,96,128,170,199,225,222,185,125,79,54,135
1041050,NA,BRITANNIA BE,9, ,-123.216667,49.583333,56,76,100,134,176,204,234,231,194,130,81,50,139
1041710,NA,CLOWHOM FALL,23, ,-123.533333,49.716667,54,74,102,138,174,202,237,241,203,134,77,49,140
1042255,NA,DAISY LAKE D,381, ,-123.133333,49.983333,23,47,81,120,161,194,229,231,190,121,48,13,122
1043150,NA,GIBSONS,62, ,-123.516667,49.4,64,79,100,131,168,196,221,224,191,133,85,59,138
1043152,NA,GIBSONS GOWE,34, ,-123.5414,49.38583,67,78,99,128,161,186,211,214,184,130,87,62,134
1043722,NA,JERVIS INLET,2, ,-123.866667,49.916667,40,62,95,132,172,199,232,232,192,124,70,34,132
1044840,NA,MALIBU JERVI,7, ,-123.8531,50.16472,46,63,88,129,171,199,232,232,188,121,70,42,132
1045100,NA,MERRY ISLAND,6, ,-123.9125,49.4675,70,75,95,123,159,189,212,213,180,128,89,68,133
10459NN,NA,HOWE SOUND -,4, ,-123.2989,49.48791,73,90,106,136,170,197,221,221,193,139,94,70,143
1046330,NA,PORT MELLON,8, ,-123.483333,49.516667,61,78,102,134,168,199,225,229,196,134,84,55,139
1046390,NA,POWELL RIVER,52, ,-124.55,49.883333,68,79,102,134,170,200,229,228,193,135,89,65,141
1046391,NA,POWELL RIVER,129, ,-124.5003,49.83417,58,70,93,125,164,192,221,222,186,125,77,52,132
1046400,NA,POWELL RIVER,31, ,-124.516667,49.8,66,75,103,136,172,200,225,223,189,130,85,60,139
1046410,NA,POWELL RIVER,55, ,-124.516667,49.833333,65,77,100,134,171,199,228,228,192,131,85,60,139
1046795,NA,ROBERTS CREE,143, ,-123.616667,49.433333,-9999,75,98,127,167,192,-9999,223,192,132,87,58,-9999
1047179,NA,SECHELT 5WES,61, ,-123.8,49.466667,70,75,97,124,159,184,212,211,182,129,83,-9999,-9999
1047660,NA,SQUAMISH,31, ,-123.133333,49.7,51,79,108,142,176,200,230,230,201,136,76,37,139
1047670,NA,SQUAMISH STP,6, ,-123.15,49.733333,58,82,110,145,178,206,235,237,205,140,82,47,144
1047671,NA,SQUAMISH STP,4, ,-123.166667,49.7,58,85,111,145,179,203,231,231,202,143,82,49,143
1047672,NA,SQUAMISH UPP,46, ,-123.283333,49.9,30,63,100,146,185,214,245,246,210,136,63,20,138
10476F0,NA,SQUAMISH,52, ,-123.1611,49.78333,45,74,105,145,179,208,236,239,205,137,70,35,140
1047F6B,NA,SQUAMISH GAR,10, ,-123.15,49.733333,55,89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82,44,-9999
1048140,NA,TEXADA ISLAN,97, ,-124.516667,49.7,66,74,97,127,162,190,220,222,187,129,83,57,135
1048898,NA,WHISTLER,657, ,-122.9548,50.12889,6,33,70,116,164,197,236,239,196,110,33,-3,116
1048974,NA,WOODFIBRE,4, ,-123.883333,49.583333,-9999,81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
104LC3N,NA,HARDY ISLAND,26, ,-124.183333,49.733333,70,76,-9999,-9999,-9999,199,-9999,-9999,191,-9999,-9999,-9999,-9999
1051350,NA,CAPE ST JAME,89, ,-131.016667,51.933333,75,75,84,99,118,140,160,173,163,127,91,76,115
1054222,NA,KINDAKUN ROC,14, ,-132.7719,53.31556,73,65,71,80,96,115,133,147,142,115,87,69,99
1054500,NA,LANGARA,40, ,-133.0581,54.25528,58,60,69,89,109,131,147,157,144,111,75,61,101
1054503,NA,LANGARA ISLA,40, ,-133.0583,54.25533,58,61,70,90,110,133,153,164,150,111,75,59,103
1054920,NA,MASSET AIRPO,5, ,-132.125,54.02722,60,66,79,104,130,158,170,178,156,116,81,61,113
10549BN,NA,MASSET CFS,12, ,-132.066667,54.033333,61,67,81,98,123,146,166,174,157,123,83,67,112
1054RKF,NA,MASSET TOW H,2, ,-131.966667,54.033333,53,57,68,91,114,-9999,-9999,-9999,-9999,106,72,54,-9999
10551R8,NA,MORESBY ISLA,3, ,-132.133333,52.933333,70,68,80,104,129,154,172,182,161,120,86,69,116
1055950,NA,PALLANT CREE,20, ,-132.05,53.05,58,64,79,103,139,167,190,199,172,120,74,53,118
1056250,NA,PORT CLEMENT,16, ,-132.183333,53.683333,49,62,78,104,135,163,184,192,166,120,74,55,115
1056869,NA,ROSE SPIT (A,6, ,-131.6613,54.15914,52,52,67,81,106,133,147,156,145,109,71,53,98
1057050,NA,SANDSPIT A,6, ,-131.8131,53.25389,63,65,77,96,123,149,172,181,161,121,83,66,113
1057055,NA,SANDSPIT AWO,6, ,-131.8131,53.25389,60,62,77,92,116,144,169,177,161,118,81,65,110
1057192,NA,SEWELL INLET,15, ,-131.983333,52.883333,56,62,80,104,132,163,188,200,172,121,75,60,118
1058003,NA,TASU SOUND,15, ,-132.05,52.766667,70,72,80,97,121,149,172,182,163,124,86,73,116
1058190,NA,TLELL,5, ,-131.95,53.5,53,59,75,97,127,153,175,184,158,114,73,54,110
105PA91,NA,SEWALL MASSE,3, ,-132.2992,53.76361,56,64,79,105,134,162,183,190,164,119,79,57,116
1060080,NA,ADDENBROKE I,21, ,-127.8639,51.60353,70,75,89,111,137,159,178,182,158,120,85,66,119
1060330,NA,ALICE ARM,314, ,-129.5,55.683333,-7,7,47,93,143,187,201,195,141,74,15,-11,90
1060331,NA,ALICE ARM,2, ,-129.466667,55.466667,-9999,37,73,123,-9999,-9999,211,208,-9999,-9999,44,-9999,-9999
1060811,NA,BELLA BELLA,43, ,-128.1567,52.185,-9999,71,-9999,118,146,165,189,-9999,173,124,81,-9999,-9999
1060840,NA,BELLA COOLA,18, ,-126.683333,52.366667,26,51,94,137,173,199,223,221,181,116,52,20,124
1060841,NA,BELLA COOLA,35, ,-126.5958,52.3875,29,60,98,140,180,205,230,227,186,120,55,23,129
1060842,NA,BELLA COOLA,14, ,-126.816667,52.366667,33,53,84,131,174,202,218,211,165,104,57,31,122
1060R0K,NA,BONILLA ISLA,14, ,-130.6333,53.5,63,63,69,81,100,119,134,142,132,107,81,68,97
1061458,NA,CATHEDRAL PO,31, ,-127.4697,52.18722,40,52,73,104,139,162,183,187,156,105,61,42,109
1062251,NA,CUMSHEWA ISL,16, ,-131.6014,53.03028,69,66,74,84,107,132,157,163,148,116,84,70,106
1062295,NA,DAWSONS LAND,34, ,-127.583333,51.583333,-9999,-9999,-9999,-9999,-9999,173,-9999,200,-9999,-9999,-9999,-9999,-9999
1062544,NA,DRYAD POINT,3, ,-128.1122,52.185,64,71,88,114,143,169,190,193,167,123,83,63,122
1062593,NA,EAST CRACROF,14, ,-126.316667,50.6,65,80,106,134,167,186,207,209,181,130,80,58,134
1062646,NA,EGG ISLAND,14, ,-127.8354,51.24722,70,75,89,105,125,144,159,162,145,116,84,65,112
1062745,NA,ETHELDA BAY,10, ,-129.683333,53.05,57,64,81,106,131,155,172,178,159,118,76,57,113
1063298,NA,GREEN ISLAND,11, ,-130.7083,54.56861,48,54,70,97,126,155,172,173,144,105,70,54,106
1063303,NA,GREY ISLET (,8, ,-130.6978,54.58025,47,55,67,87,120,147,165,169,142,104,72,57,103
1063339,NA,HARTLEY BAY,2, ,-129.25,53.416667,43,58,76,111,149,179,199,204,167,117,67,42,118
1063461,NA,HERBERT ISLA,16, ,-127.6472,50.94001,67,65,79,95,115,128,141,146,134,108,80,64,102
1063496,NA,HOLLAND ROCK,5, ,-130.3608,54.1725,61,64,74,90,108,128,144,151,139,109,80,68,101
1063690,NA,IVORY ISLAND,9, ,-128.4067,52.26973,61,67,81,102,123,143,162,168,151,117,81,63,110
1064020,NA,KEMANO,87, ,-127.9431,53.56333,10,36,73,123,169,201,222,221,174,103,41,13,116
1064138,NA,KILDALA,31, ,-128.483333,53.833333,4,29,62,108,151,183,206,207,159,95,38,7,104
1064227,NA,KINGCOME INL,2, ,-126.2,50.95,62,70,94,129,159,180,199,200,175,121,75,45,126
1064288,NA,KITIMAT,13, ,-128.683333,54.05,12,34,75,120,163,194,217,217,171,105,43,14,114
1064289,NA,KITIMAT,17, ,-128.7,54,4,32,67,116,160,194,218,212,168,102,43,15,111
1064320,NA,KITIMAT TOWN,128, ,-128.6342,54.05361,6,32,66,115,162,195,217,214,167,100,38,8,110
1064321,NA,KITIMAT 2,16, ,-128.705,54.00972,14,36,72,118,165,196,219,218,172,107,47,19,115
1064375,NA,KNIGHT INLET,9, ,-125.583333,51.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,112,-9999,-9999,-9999
1064497,NA,LAKELSE LAKE,76, ,-128.516667,54.4,5,30,-9999,-9999,-9999,-9999,-9999,224,-9999,105,-9999,-9999,-9999
1064591,NA,LAWYER ISLAN,6, ,-130.35,54.116667,50,59,73,97,122,141,156,160,143,110,68,53,103
1064728,NA,LUCY ISLAND,26, ,-130.7289,54.3585,62,65,73,96,117,138,156,168,145,112,78,65,106
1065010,NA,MCINNES ISLA,25, ,-128.7194,52.26167,65,70,85,104,127,150,167,171,154,118,82,66,113
1065130,NA,MILL BAY,3, ,-129.75,55,12,43,76,118,153,186,187,187,150,98,51,15,106
1065170,NA,MINSTREL ISL,3, ,-126.316667,50.616667,65,72,93,127,158,178,199,201,180,125,79,50,127
1065670,NA,OCEAN FALLS,5, ,-127.683333,52.35,42,55,75,110,147,178,200,204,173,119,68,44,118
1065945,NA,PACIFIC,122, ,-128.266667,54.766667,-24,14,63,117,168,197,226,216,-9999,90,21,-14,-9999
1066202,NA,POINTER ISLA,7, ,-127.95,52.066667,63,71,89,112,142,169,186,190,165,124,83,61,121
1066420,NA,PREMIER,410, ,-130.016667,56.05,-13,13,41,85,133,173,184,183,136,71,13,-10,84
1066480,NA,PRINCE RUPER,52, ,-130.383333,54.283333,58,65,80,107,137,156,169,171,149,110,74,57,111
1066483,NA,PRINCE RUPER,35, ,-130.4447,54.28611,46,56,77,103,127,148,163,171,149,111,69,52,106
1066JFQ,NA,PHILLIPS ARM,2, ,-125.366667,50.55,-9999,-9999,-9999,-9999,-9999,-9999,216,-9999,182,-9999,63,-9999,-9999
1067005,NA,SALVUS CAMP,15, ,-129.366667,54.3,6,29,66,108,154,188,208,210,159,96,40,8,106
1067740,NA,STEWART,5, ,-129.983333,55.95,-2,15,58,109,163,198,202,194,142,80,25,2,99
1067742,NA,STEWART A,7, ,-129.985,55.93611,-4,23,56,107,158,187,197,188,147,88,28,-1,98
1067745,NA,STEWART BCHP,12, ,-129.983333,55.95,-2,24,62,108,154,186,195,184,148,89,31,1,98
1067776,NA,STUIE TWEEDS,162, ,-126.0672,52.36806,8,48,95,156,199,226,252,247,200,122,43,5,134
1068130,NA,TERRACE A,217, ,-128.5775,54.46639,-10,16,57,108,156,191,213,211,160,90,25,-8,101
1068131,NA,TERRACE PCC,58, ,-128.6247,54.50194,5,34,74,123,169,200,223,222,172,103,40,4,114
1068250,NA,TRIPLE ISLAN,20, ,-130.8803,54.29472,62,63,71,88,109,130,146,152,138,112,80,67,102
1068677,NA,WANNOCK RIVE,3, ,-127.25,51.683333,42,49,79,111,137,164,186,194,161,108,66,38,111
106CDL0,NA,HELMCKEN ISL,19, ,-125.866667,50.4,53,69,86,112,143,-9999,-9999,185,-9999,-9999,-9999,-9999,-9999
106D289,NA,KITIMAT HATC,13, ,-128.683333,54.05,6,31,68,116,162,190,211,213,168,103,39,8,110
106Q669,NA,WADHAMS CDF,6, ,-127.5,51.5,61,68,94,117,150,170,193,188,161,125,85,62,123
1070573,NA,BABINE LAKE,713, ,-125.4597,54.44639,-40,-16,32,84,135,174,200,198,150,82,10,-25,82
1072692,NA,EQUITY SILVE,1280, ,-126.2766,54.19861,-48,-24,3,49,100,140,166,162,118,48,-15,-46,54
1072902,NA,FORT BABINE,716, ,-126.616667,55.316667,-60,-23,34,90,143,182,204,206,147,71,-4,-55,78
1073347,NA,HAZELTON TEM,122, ,-127.733333,55.2,-42,8,68,129,178,213,234,229,168,95,11,-37,105
1073612,NA,HOUSTON,587, ,-126.716667,54.383333,-9999,-9999,-9999,-9999,-9999,194,218,213,167,93,16,-9999,-9999
1073615,NA,HOUSTON,610, ,-126.6678,54.39639,-34,8,55,112,163,200,224,220,172,94,10,-35,99
1073L4F,NA,HAZELTON,320, ,-127.616667,55.266667,-29,9,66,125,170,204,222,219,166,93,15,-32,102
1074336,NA,KITWANGA,193, ,-128.05,55.116667,-32,17,68,126,174,209,236,230,168,98,17,-30,107
1075252,NA,MURDER CREEK,368, ,-127.833333,55.483333,-40,5,55,117,169,200,218,211,156,84,1,-45,94
1075253,NA,MURDER CREEK,245, ,-127.8,55.516667,-36,9,62,120,169,202,220,217,162,91,14,-35,100
1075384,NA,NASS CAMP,290, ,-129.0294,55.2375,-21,17,62,118,166,196,212,208,160,92,20,-16,101
1075520,NA,NEW HAZELTON,314, ,-127.6,55.233333,-26,14,68,124,172,206,226,219,167,96,23,-22,106
1076638,NA,QUICK,533, ,-126.9,54.616667,-38,0,54,112,160,194,216,216,167,94,9,-38,96
1076886,NA,ROSSWOOD,183, ,-128.8,54.85,-7,27,67,121,166,201,223,219,166,95,28,-7,108
1077500,NA,SMITHERS A,521, ,-127.1828,54.82472,-34,1,51,109,159,194,216,212,160,88,9,-36,94
1077505,NA,SMITHERS CDA,515, ,-127.1,54.733333,-30,3,52,110,160,196,219,218,164,95,16,-30,98
1077508,NA,SMITHERS 4E,578, ,-127.083333,54.783333,-34,6,54,104,153,189,211,208,162,92,10,-30,94
1078070,NA,TELKWA,683, ,-126.833333,54.65,-39,-4,48,103,155,193,215,212,156,85,4,-39,91
1078209,NA,TOPLEY LANDI,722, ,-126.1631,54.81583,-49,-15,37,92,144,184,207,204,153,80,3,-40,83
