"STATION","Name","PPT_sp_Station","PPT_sm_Station","PPT_at_Station","PPT_wt_Station","Tmax_sp_Station","Tmax_sm_Station","Tmax_at_Station","Tmax_wt_Station","Tmin_sp_Station","Tmin_sm_Station","Tmin_at_Station","Tmin_wt_Station","Tave_sp_Station","Tave_sm_Station","Tave_at_Station","Tave_wt_Station","MSP_Station","MAP_Station","MAT_Station","MWMT_Station","MCMT_Station","TD_Station","AHM_Station","SHM_Station","Tmax_wt_Model","Tmax_sp_Model","Tmax_sm_Model","Tmax_at_Model","Tmin_wt_Model","Tmin_sp_Model","Tmin_sm_Model","Tmin_at_Model","Tave_wt_Model","Tave_sp_Model","Tave_sm_Model","Tave_at_Model","PPT_wt_Model","PPT_sp_Model","PPT_sm_Model","PPT_at_Model","MAT_Model","MWMT_Model","MCMT_Model","TD_Model","MAP_Model","MSP_Model","AHM_Model","SHM_Model"
"102425","GREEN MTN",NA,NA,NA,NA,4.16666666666667,15.5,8.2,0.8,-0.0333333333333333,8.8,3.2,-2.66666666666667,2.06666666666667,12.15,5.7,-0.933333333333333,NA,NA,4.74583333333333,14.05,-1.55,15.6,NA,NA,-0.2,3.9,14.7,7.4,-4.5,-1.2,7.4,2.2,-2.3,1.4,11,4.8,1242,658,234,1040,3.7,12.9,-2.5,15.4,3174,496,4.3,25.9
"1024638","LITTLE QUALI",210,94,338,432,13.5,21.9333333333333,13.9333333333333,6.63333333333333,3,9.66666666666667,4.2,-0.133333333333333,8.25,15.8,9.06666666666667,3.25,182,1074,9.09166666666667,16.75,2.75,14,17.776225946617,92.032967032967,6.4,13.7,22.3,13.8,0.8,4.3,11.5,5.7,3.6,9,16.9,9.7,460,220,95,365,9.8,17.7,2.9,14.8,1140,189,17.4,93.7
"1024642","LITTLE QUALI",220,NA,NA,NA,NA,NA,NA,NA,3.46666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,13.9,22.6,14.1,0.9,4.4,11.6,5.7,3.7,9.1,17.1,9.9,448,214,94,357,10,18,3.1,14.9,1114,187,17.9,96.1
"1025234","MT WASHINGTO",NA,NA,NA,629,NA,NA,NA,0.966666666666667,NA,NA,NA,-4.4,NA,NA,NA,-1.71666666666667,NA,NA,NA,NA,-2.2,NA,NA,NA,0.9,6.7,16.6,8.7,-4.9,-1.5,6.5,1.5,-2,2.6,11.6,5.1,1180,691,321,939,4.3,12.9,-2.5,15.5,3131,598,4.6,21.6
"1025237","MT WASHINGTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.9,16,8.2,-5.6,-2.3,6,1.2,-2.8,1.8,11,4.7,1197,714,327,970,3.7,12.5,-3.3,15.8,3208,608,4.3,20.6
"1025240","MUD BAY",306,106,539,734,13.5333333333333,22.1,13.6666666666667,6.36666666666667,4.03333333333333,11.0666666666667,5.36666666666667,0.533333333333333,8.78333333333333,16.5833333333333,9.51666666666667,3.45,208,1685,9.58333333333333,17.4,3,14.4,11.62215628091,83.6538461538461,6.3,13.9,22.8,14,0.8,4.3,11.4,5.7,3.5,9.1,17.1,9.8,524,242,93,426,9.9,18,3,15,1284,188,15.5,95.7
"1025254","MYRA CREEK",519,156,834,1119,12.3333333333333,23.1333333333333,12.8666666666667,3.2,2.46666666666667,10.6,4.8,-1.3,7.4,16.8666666666667,8.83333333333333,0.95,337,2628,8.5125,18.4,0.3,18.1,7.0443302891933,54.5994065281899,3.1,12.3,22.3,12.4,-1.2,2.4,10.2,4.5,0.9,7.4,16.3,8.4,1012,495,180,870,8.2,17.4,0.3,17.1,2557,376,7.1,46.2
"1025340","NANAIMO",224,114,344,465,14.2333333333333,22.4333333333333,14.7333333333333,7.4,5.2,12.7333333333333,6.5,1.16666666666667,9.71666666666667,17.5833333333333,10.6166666666667,4.28333333333333,212,1147,10.55,18.65,3.7,14.95,17.9163034001744,87.9716981132075,6.4,13.3,21.7,13.6,0.9,4.7,11.9,6.2,3.7,9,16.8,9.9,434,209,95,329,9.9,17.7,3.2,14.5,1067,191,18.6,92.8
"1025370","NANAIMO A",233,96,337,489,14.1333333333333,22.9,14.8333333333333,7.16666666666667,4.2,11.5,5.33333333333333,-0.0666666666666667,9.16666666666667,17.2,10.0833333333333,3.55,188,1155,10,18.25,2.95,15.3,17.3160173160173,97.0744680851064,6.6,13.7,22.2,13.9,1.1,5,12.1,6.5,3.9,9.4,17.2,10.2,427,204,89,319,10.2,18.1,3.4,14.8,1039,180,19.4,100.6
"1025371","NANAIMO WATE",NA,125,351,520,NA,NA,13.6666666666667,6.2,NA,NA,6.06666666666667,0.266666666666667,NA,NA,9.86666666666667,3.23333333333333,NA,NA,NA,NA,2.9,NA,NA,NA,6.2,13.2,21.8,13.6,0.8,4.7,11.9,6.1,3.5,8.9,16.8,9.8,466,222,97,349,9.8,17.8,3,14.8,1134,193,17.4,91.9
"10253P0","NANAIMO CHUB",177,100,285,378,13.3333333333333,21.7333333333333,13.8333333333333,6.8,5.86666666666667,13.4,7.13333333333333,1.46666666666667,9.6,17.5666666666667,10.4833333333333,4.13333333333333,172,940,10.4458333333333,18.7,3.7,15,21.7508865248227,108.720930232558,6.9,13.5,21.8,13.9,1.4,5.2,12.3,6.6,4.1,9.3,17,10.3,408,200,93,315,10.2,17.9,3.7,14.3,1016,188,19.9,95.5
"1025915","OYSTER RIVER",282,126,426,551,13.2666666666667,21.8,13.3333333333333,6.36666666666667,3.9,11.1333333333333,5.03333333333333,0.3,8.58333333333333,16.4666666666667,9.18333333333333,3.33333333333333,235,1385,9.39166666666667,17.25,2.85,14.4,14.0012033694344,73.4042553191489,6.4,13.8,22.6,13.6,0.4,4,11.1,5.1,3.4,8.9,16.8,9.4,521,270,135,449,9.6,17.6,2.8,14.8,1375,256,14.3,68.9
"1025970","PARKSVILLE",203,101,276,376,13.6666666666667,22.2666666666667,14,6.53333333333333,3.7,10.5666666666667,5.26666666666667,0.2,8.68333333333333,16.4166666666667,9.63333333333333,3.36666666666667,193,956,9.525,17.55,2.6,14.95,20.423640167364,90.9326424870466,6.3,13.2,21.8,13.6,0.9,4.6,11.9,5.9,3.6,8.9,16.9,9.8,412,198,96,318,9.8,17.7,3,14.7,1024,187,19.3,95.1
"1025977","PARKSVILLE S",181,92,276,328,13.2,21.3333333333333,13.5333333333333,7.26666666666667,5.23333333333333,12.8,6.66666666666667,1.56666666666667,9.21666666666667,17.0666666666667,10.1,4.41666666666667,176,877,10.2,17.9,4.05,13.85,23.0330672748005,101.704545454545,6.8,13.6,22,13.8,1.2,4.9,12.1,6.2,4,9.2,17,10,398,195,96,310,10.1,17.9,3.4,14.5,998,186,20.1,96.2
"1025C70","NANAIMO DEPA",189,93,269,376,13.1,21.3,13.8333333333333,7.03333333333333,6,13.5333333333333,7.53333333333333,1.93333333333333,9.55,17.4166666666667,10.6833333333333,4.48333333333333,170,927,10.5333333333333,18.35,4.05,14.3,22.1503056454513,107.941176470588,6.6,13.3,21.6,13.7,1,4.9,12.1,6.3,3.8,9.1,16.9,10,404,199,94,314,10,17.7,3.3,14.4,1012,190,19.7,93.3
"1026170","PINE ISLAND",395,244,750,733,10.3,14.7,11.3333333333333,7.13333333333333,5.86666666666667,10.3,7.46666666666667,3.93333333333333,8.08333333333333,12.5,9.4,5.53333333333333,465,2122,8.87916666666667,13.1,5.25,7.85,8.8968740182218,28.1720430107527,7.1,10.8,16,12.1,2.4,4.4,10.4,6.5,4.8,7.6,13.2,9.3,768,476,251,791,8.7,14.1,4.4,9.7,2286,505,8.2,27.9
"1026270","PORT HARDY A",368,221,682,664,11.3333333333333,17.2333333333333,11.8,6.56666666666667,3.8,9.96666666666667,5.66666666666667,1.46666666666667,7.56666666666667,13.6,8.73333333333333,4.01666666666667,406,1935,8.47916666666667,14.35,3.6,10.75,9.54995693367786,35.3448275862069,6.6,12,18.6,12.6,1.8,4.1,10.2,6,4.2,8.1,14.4,9.3,702,404,210,699,9,15.3,3.8,11.5,2017,416,9.4,36.9
"1026323","PORT MCNEILL",NA,NA,592,567,12.1,NA,13.0333333333333,6.86666666666667,4.63333333333333,9.93333333333333,6.06666666666667,1.36666666666667,8.36666666666667,NA,9.55,4.11666666666667,NA,NA,NA,NA,3.5,NA,NA,NA,6.5,12.1,18.6,12.8,1.6,4.2,10.1,6,4.1,8.1,14.3,9.4,654,391,201,651,9,15.4,3.6,11.8,1897,391,10,39.4
"1026562","QUALICUM AIR",NA,NA,217,NA,NA,NA,14,6.7,NA,11.7,5.16666666666667,0.3,NA,NA,9.58333333333333,3.5,NA,NA,NA,NA,3,NA,NA,NA,6.4,13.4,22,13.6,0.8,4.4,11.8,5.8,3.6,8.9,16.9,9.7,432,204,97,335,9.8,17.7,3.1,14.7,1068,189,18.5,94
"1026565","QUALICUM R F",247,104,412,515,13.0333333333333,21.3333333333333,13.4,6.56666666666667,4.43333333333333,11.1333333333333,5.53333333333333,0.933333333333333,8.73333333333333,16.2333333333333,9.46666666666667,3.75,205,1278,9.54583333333333,17.1,3.3,13.8,15.2940792905582,83.4146341463415,6.3,13.9,22.7,14,0.8,4.3,11.5,5.7,3.6,9.1,17.1,9.9,485,225,94,395,9.9,18,3,15,1199,187,16.6,96
"1026639","QUINSAM RIVE",313,147,506,631,13.4333333333333,22.3333333333333,13.5666666666667,5.83333333333333,3.7,10.6,5,0.133333333333333,8.56666666666667,16.4666666666667,9.28333333333333,2.98333333333333,281,1597,9.325,17.4,2.45,14.95,12.1008140262993,61.9217081850534,5.5,13.4,22.3,13.3,0.4,4.1,11.1,5.3,3,8.7,16.7,9.3,553,293,155,490,9.4,17.6,2.4,15.2,1491,292,13,60.2
"1027114","SAYWARD 2",370,193,601,664,13.5333333333333,20.4666666666667,13.1,5.16666666666667,2.96666666666667,9.73333333333333,4.5,-0.5,8.25,15.1,8.8,2.33333333333333,359,1828,8.62083333333333,15.9,1.8,14.1,10.1864514952589,44.2896935933148,4.9,12.8,20.8,12.8,0.6,4.3,10.7,5.3,2.7,8.6,15.8,9.1,581,336,194,608,9,16.6,1.9,14.7,1719,359,11.1,46.2
"1027775","STRATHCONA D",NA,180,472,NA,12.5,21.9,12.9666666666667,4.4,3.06666666666667,10.5,5.33333333333333,-1.2,7.78333333333333,16.2,9.15,1.6,309,NA,8.68333333333333,17.25,1,16.25,NA,55.8252427184466,4.2,12.5,21.9,12.4,-0.5,3.2,10.3,4.7,1.8,7.8,16.1,8.5,562,276,147,501,8.6,16.9,1.2,15.7,1485,276,12.5,61.4
"10277GN","STRATHCONA P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12.5,21.9,12.4,-0.8,2.8,10,4.4,1.6,7.7,16,8.4,551,271,126,500,8.4,16.9,1,15.8,1448,245,12.7,68.9
"1028L3M","UPPER CAMPBE",347,159,582,680,11.5666666666667,21.8333333333333,12.2666666666667,2.93333333333333,1.86666666666667,9.93333333333333,4.96666666666667,-1.5,6.71666666666667,15.8833333333333,8.61666666666667,0.716666666666667,297,1768,7.98333333333333,17.4,0.05,17.35,10.171568627451,58.5858585858586,3.7,11.6,20.9,11.8,-1.8,1.8,9.5,3.9,0.9,6.7,15.2,7.8,662,315,147,571,7.7,16.2,0.3,15.9,1696,279,10.4,58.1
"102BFHH","ENTRANCE ISL",197,93,268,368,11.8666666666667,19.3333333333333,12.8333333333333,7,7.4,14.4,9.23333333333333,3.56666666666667,9.63333333333333,16.8666666666667,11.0333333333333,5.28333333333333,181,926,10.7041666666667,17.75,5.1,12.65,22.3587113030957,98.0662983425414,7.1,13.3,21.3,13.7,1.5,5.4,12.5,6.8,4.3,9.3,16.9,10.2,394,199,93,318,10.2,17.7,3.8,13.9,1004,190,20.1,93.1
"102JR88","COURTENAY ME",275,114,466,610,14.0666666666667,22.8333333333333,13.5333333333333,5.86666666666667,3.76666666666667,10.8333333333333,4.8,0.166666666666667,8.91666666666667,16.8333333333333,9.16666666666667,3.01666666666667,222,1465,9.48333333333333,17.75,2.55,15.2,13.2992036405006,79.954954954955,5.8,13.3,22.2,13.4,0.2,3.9,11.1,5.2,3,8.6,16.6,9.3,537,259,113,442,9.4,17.4,2.4,15,1352,221,14.3,78.9
"102PG75","STUART CHANN",211,93,296,439,14.4666666666667,NA,14.5666666666667,7.13333333333333,4.56666666666667,11.8333333333333,6.13333333333333,1,9.51666666666667,NA,10.35,4.06666666666667,179,1039,NA,NA,3.6,NA,NA,NA,6.9,13.6,22,14,1.2,5.1,12.2,6.6,4.1,9.4,17.1,10.3,425,203,86,315,10.2,18,3.6,14.4,1028,177,19.6,101.7
"1030180","ALBERNI BEAV",460,117,591,870,14.4,23.9,14.4,5.1,2.86666666666667,9.6,4.56666666666667,-0.566666666666667,8.63333333333333,16.75,9.48333333333333,2.26666666666667,264,2038,9.28333333333333,18,1.3,16.7,9.46189074255806,68.1818181818182,5.3,13.8,23.6,14.3,0,3.5,10.7,5.4,2.6,8.7,17.2,9.8,849,454,128,704,9.6,18.2,2,16.2,2136,292,9.2,62.3
"1030210","ALBERNI LUPS",421,107,625,827,14.2666666666667,23.4,14.9333333333333,6.26666666666667,4.1,11.3333333333333,5.96666666666667,0.566666666666667,9.18333333333333,17.3666666666667,10.45,3.41666666666667,238,1980,10.1041666666667,18.4,2.9,15.5,10.1536195286195,77.3109243697479,6,14.3,23.7,14.8,0.5,4.1,11.3,5.9,3.2,9.2,17.5,10.4,840,445,132,689,10.1,18.4,2.6,15.8,2107,293,9.5,62.9
"1030220","ALBERNI MCCO",420,134,668,916,14.4333333333333,24.3666666666667,14.6666666666667,5.46666666666667,3,10.1666666666667,4.96666666666667,-0.333333333333333,8.71666666666667,17.2666666666667,9.81666666666667,2.56666666666667,280,2138,9.59166666666667,18.4,1.9,16.5,9.16354848768319,65.7142857142857,5.5,14,23.6,14.5,0.2,3.8,11,5.6,2.8,8.9,17.3,10,849,447,131,703,9.8,18.3,2.3,16,2130,291,9.3,62.9
"1030230","ALBERNI ROBE",447,136,629,895,14.2333333333333,24.4333333333333,14.5,4.76666666666667,3.1,10.4,5.06666666666667,-0.366666666666667,8.66666666666667,17.4166666666667,9.78333333333333,2.2,292,2107,9.51666666666667,18.5,1.55,16.95,9.26277487739282,63.3561643835616,5.3,13.9,23.7,14.3,0.1,3.6,10.8,5.5,2.7,8.7,17.3,9.9,857,457,129,709,9.7,18.3,2.1,16.2,2152,294,9.1,62.1
"1030425","AMPHITRITE P",692,312,871,1177,12.0666666666667,16.8,13.6,8.43333333333333,5.93333333333333,11.0333333333333,7.93333333333333,3.6,9,13.9166666666667,10.7666666666667,6.01666666666667,590,3052,9.925,14.8,5.6,9.2,6.52850589777195,25.0847457627119,8.1,12.1,17.2,13.5,2.6,5.2,11,7.4,5.3,8.6,14.1,10.4,1159,740,320,921,9.6,14.9,4.8,10.1,3140,610,6.2,24.4
"1030552","ASH RIVER GE",487,132,772,993,12.2333333333333,22.6333333333333,13.2333333333333,4.43333333333333,3.7,11.6666666666667,6.4,0,7.96666666666667,17.15,9.81666666666667,2.21666666666667,311,2384,9.2875,18.3,1.8,16.5,8.09039429530201,58.8424437299035,5.3,13.5,23.2,13.9,0.1,3.7,11,5.7,2.7,8.6,17.1,9.8,958,524,151,816,9.5,18.1,2.1,16.1,2449,334,8,54.3
"1030605","BAMFIELD EAS",659,215,856,1126,12.4,17.9333333333333,13.9666666666667,8.46666666666667,4.63333333333333,10.3,6.33333333333333,2.06666666666667,8.51666666666667,14.1166666666667,10.15,5.26666666666667,453,2856,9.5125,15,4.8,10.2,6.83210784313725,33.112582781457,7.8,12.4,18.1,13.9,2,4.8,10.9,6.8,4.9,8.6,14.5,10.3,1075,677,261,869,9.6,15.3,4.4,10.9,2882,519,6.8,29.5
"1031110","BULL HARBOUR",436,263,745,779,10.8333333333333,15.6,12.0333333333333,7.1,4.2,10.2333333333333,6.33333333333333,2.2,7.51666666666667,12.9166666666667,9.18333333333333,4.65,486,2223,8.56666666666667,13.8,4.25,9.55,8.3520767731294,28.3950617283951,6.9,10.6,15.7,11.9,2.1,4.1,10.2,6.2,4.5,7.3,13,9.1,836,517,264,819,8.5,13.8,4.2,9.6,2437,528,7.6,26.1
"1031316","CAPE BEALE L",622,234,825,1071,11.4333333333333,16.0333333333333,13.0333333333333,8.43333333333333,5.7,10.6333333333333,7.66666666666667,3.23333333333333,8.56666666666667,13.3333333333333,10.35,5.83333333333333,471,2752,9.52083333333333,13.9,5.55,8.35,7.09332606589147,29.5116772823779,7.9,12.2,17.5,13.6,2.3,4.9,10.9,6.9,5.1,8.6,14.2,10.3,1060,668,263,860,9.5,15,4.6,10.4,2851,519,6.8,28.9
"1031353","CAPE SCOTT",578,318,854,899,10.2,15.1666666666667,12.0666666666667,7.66666666666667,5.2,10.6333333333333,7.7,3.43333333333333,7.7,12.9,9.88333333333333,5.55,603,2649,9.00833333333333,13.9,5.5,8.4,7.17566377249276,23.0514096185738,7.4,10.6,15.6,12,3.1,4.9,10.6,7.4,5.2,7.7,13.1,9.7,905,607,322,879,8.9,13.9,5,8.9,2713,625,7,22.3
"1031413","CARNATION CR",641,234,835,1153,13.5,19.5666666666667,14.7,8.1,4.8,10.6333333333333,6.6,2,9.15,15.1,10.65,5.05,471,2863,9.9875,15.8,4.5,11.3,6.98131330771918,33.5456475583864,7.5,13,19.2,14.4,1.8,4.8,11.1,6.8,4.7,8.9,15.2,10.6,1123,672,254,886,9.8,16,4.1,11.8,2934,512,6.8,31.2
"1031650","CLAYOQUOT",664,NA,770,1000,13.4,19.3333333333333,15.0666666666667,9.2,5.93333333333333,11.1666666666667,7.93333333333333,3.7,9.66666666666667,15.25,11.5,6.45,NA,NA,10.7166666666667,16.15,6,10.15,NA,NA,8.2,12.4,18,13.9,2.5,5,10.6,7,5.4,8.7,14.3,10.4,1127,747,322,918,9.7,15,4.9,10.1,3114,620,6.3,24.2
"1032730","ESTEVAN POIN",733,305,946,1166,11.5,16.7,13.1,8.26666666666667,5.43333333333333,11.0666666666667,7.46666666666667,3.23333333333333,8.46666666666667,13.8833333333333,10.2833333333333,5.75,603,3150,9.59583333333333,14.7,5.5,9.2,6.22089947089947,24.3781094527363,8.8,12.3,17.4,13.8,2.6,5.2,11,7.1,5.7,8.8,14.2,10.5,1129,730,316,937,9.8,15.1,5.4,9.7,3113,608,6.4,24.8
"1032731","ESTEVAN POIN",671,272,863,1104,11.9,16.6666666666667,13.5333333333333,8.83333333333333,5.43333333333333,11.1333333333333,7.46666666666667,3.1,8.66666666666667,13.9,10.5,5.96666666666667,534,2910,9.75833333333333,14.65,5.6,9.05,6.78980526918671,27.4344569288389,8.7,12.3,17.4,13.8,2.6,5.2,11,7,5.7,8.7,14.2,10.4,1130,730,317,938,9.7,15.1,5.3,9.7,3115,608,6.3,24.8
"1033230","GOLD RIVER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,13.3,21,13.7,1.2,4.5,11.2,6.3,4,8.9,16.1,10,1133,626,251,1046,9.8,17.1,3.2,13.8,3056,502,6.5,34
"1033232","GOLD RIVER T",557,220,943,1085,14.1666666666667,23.7666666666667,14.1,5.16666666666667,3.06666666666667,10.1666666666667,4.73333333333333,-0.666666666666667,8.61666666666667,16.9666666666667,9.41666666666667,2.25,438,2805,9.3125,18.05,1.55,16.5,6.88502673796791,41.2100456621005,4.9,13.6,23.1,13.4,-0.1,3.3,10.4,5,2.4,8.4,16.7,9.2,1060,522,188,942,9.2,17.7,1.6,16.1,2713,392,7.1,45.1
"1033456","HENDERSON LA",1521,490,2280,2591,12.3,19.6333333333333,13.9333333333333,6.16666666666667,3.93333333333333,10.9666666666667,6.03333333333333,0.733333333333333,8.11666666666667,15.3,9.98333333333333,3.45,1091,6882,9.2125,16.3,2.95,13.35,2.7917029933159,14.9404216315307,6.1,13.2,21.4,14.2,0.7,4.1,11.2,6.2,3.4,8.6,16.3,10.2,1481,839,303,1225,9.6,17.3,2.8,14.5,3847,654,5.1,26.4
"1033480","HOLBERG",713,430,1053,1067,7.23333333333333,13.7666666666667,9.43333333333333,4.03333333333333,1.73333333333333,7.83333333333333,4.66666666666667,-0.2,4.48333333333333,10.8,7.05,1.91666666666667,793,3263,6.0625,12.1,1.55,10.55,4.92261722341404,15.2585119798235,7.1,12.1,18.8,13.3,2.1,4.2,10.4,6.4,4.6,8.2,14.6,9.8,1197,773,388,1142,9.3,15.6,4.2,11.4,3500,757,5.5,20.6
"1033483","HOLBERG FIRE",925,439,1313,1423,12.0333333333333,18.5,13.1666666666667,6.86666666666667,3.96666666666667,10.1333333333333,6.26666666666667,1.7,8,14.3166666666667,9.71666666666667,4.28333333333333,857,4100,9.07916666666667,15.4,3.85,11.55,4.65345528455285,17.9696616102684,6.7,11.8,18.4,12.9,1.4,3.6,10,5.8,4,7.7,14.2,9.3,1211,780,389,1150,8.8,15.1,3.6,11.5,3531,761,5.3,19.9
"1033485","HOLBERG PUMP",NA,383,NA,NA,NA,NA,11.9333333333333,NA,NA,NA,6.26666666666667,NA,NA,NA,9.1,NA,896,NA,NA,NA,NA,NA,NA,NA,7.1,12.1,18.8,13.3,2.1,4.2,10.4,6.4,4.6,8.2,14.6,9.8,1197,773,388,1142,9.3,15.6,4.2,11.4,3500,757,5.5,20.6
"1034170","KILDONAN",760,297,1006,1338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,3401,NA,NA,NA,NA,NA,NA,7.1,12.6,19,14.2,1.6,4.7,11.5,7,4.3,8.6,15.3,10.6,1265,744,297,1005,9.7,16.1,3.8,12.3,3311,607,6,26.5
"1034175","KILDONAN FAT",NA,274,896,NA,NA,18.4666666666667,14.4666666666667,NA,NA,12.1666666666667,7.76666666666667,NA,NA,15.3166666666667,11.1166666666667,NA,NA,NA,NA,16.15,NA,NA,NA,NA,7.2,12.6,18.9,14.2,1.6,4.7,11.6,7,4.4,8.6,15.2,10.6,1154,693,258,898,9.7,16.1,3.9,12.2,3003,532,6.6,30.2
"103418","NAHMINT LK",NA,302,1462,NA,NA,21.1,11.9666666666667,NA,NA,11.9,7.16666666666667,NA,NA,16.5,9.56666666666667,NA,719,NA,NA,17.65,NA,NA,NA,24.547983310153,5.1,13.2,22.6,13.8,0.2,3.7,11,5.9,2.7,8.5,16.8,9.8,1662,919,283,1358,9.4,17.8,2.1,15.8,4223,633,4.6,28.2
"103419","CONUMA RIVER",829,311,NA,1735,12.5,21.5333333333333,13.5333333333333,NA,4.2,11.3333333333333,6.53333333333333,NA,8.35,16.4333333333333,10.0333333333333,NA,620,NA,NA,17.5,NA,NA,NA,28.2258064516129,5.8,13.1,21.8,13.6,0.8,4,11.1,6,3.3,8.6,16.4,9.8,1280,757,334,1188,9.5,17.3,2.1,15.2,3559,661,5.5,26.3
"103420","QUATSINO SND",511,217,797,933,11.4666666666667,19.0333333333333,12.8,NA,3.86666666666667,10.1666666666667,6.2,NA,7.66666666666667,14.6,9.5,NA,440,2458,NA,16.3,NA,NA,NA,37.0454545454545,6.7,11.7,18.8,12.8,1.6,3.8,10,5.8,4.1,7.7,14.4,9.3,981,588,265,931,8.9,15.3,3.7,11.6,2765,536,6.8,28.6
"103421","RUPERT MAIN",347,180,NA,585,12,19.5666666666667,12.8333333333333,5.53333333333333,3.46666666666667,9.7,5.3,0.733333333333333,7.73333333333333,14.6333333333333,9.06666666666667,3.13333333333333,319,NA,8.64166666666667,15.55,2.55,13,NA,48.7460815047022,6.6,12,19.1,12.8,1.7,4,10.1,6,4.1,8,14.6,9.4,764,455,211,749,9,15.6,3.7,11.8,2178,426,8.7,36.6
"103425","ALICE LK FP",NA,NA,805,NA,NA,NA,12.6,NA,NA,NA,5.36666666666667,NA,NA,NA,8.98333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11.9,19.6,12.6,1.1,3.5,9.9,5.5,3.6,7.7,14.7,9.1,993,671,243,897,8.8,15.9,3.1,12.8,2804,514,6.7,30.9
"1035612","NITINAT RIVE",805,257,1146,1458,13.5666666666667,20.9666666666667,14.6666666666667,7.2,3.8,10.2333333333333,5.73333333333333,0.8,8.68333333333333,15.6,10.2,4,551,3666,9.62083333333333,16.55,3.25,13.3,5.3521094744499,30.0362976406534,6.9,13.6,20.8,14.4,1.2,4.3,10.7,6.3,4,8.9,15.7,10.3,1243,660,214,980,9.8,16.5,3.4,13,3097,443,6.4,37.2
"1035614","NOOTKA LIGHT",745,302,1007,1219,12.0666666666667,18.4,13.2666666666667,7.46666666666667,5.96666666666667,11.9333333333333,8.3,3.46666666666667,9.01666666666667,15.1666666666667,10.7833333333333,5.46666666666667,612,3273,10.1083333333333,16.2,5.15,11.05,6.14370098788064,26.4705882352941,8.3,12.5,18.1,13.8,2.3,4.9,10.9,6.9,5.3,8.7,14.5,10.3,1188,762,320,996,9.7,15.3,4.9,10.4,3266,635,6,24.2
"1035940","PACHENA POIN",710,280,920,1131,12.2,17.1666666666667,13.4,8.36666666666667,4.9,10.0333333333333,6.7,2.86666666666667,8.55,13.6,10.05,5.61666666666667,558,3041,9.45416666666667,14.3,5.3,9,6.39729255727283,25.6272401433692,7.8,11.9,17.3,13.4,2.3,5.1,11,7.1,5,8.5,14.1,10.2,1028,639,244,837,9.5,14.9,4.6,10.3,2748,489,7.1,30.5
"1036205","PORT ALBERNI",456,112,640,850,14.3,23.4666666666667,14.4333333333333,5.46666666666667,4,11.2,6.13333333333333,0.433333333333333,9.15,17.3333333333333,10.2833333333333,2.95,250,2058,9.92916666666667,18.6,2.45,16.15,9.68375445416262,74.4,5.5,13.9,23.3,14.4,0.2,3.7,10.9,5.6,2.8,8.8,17.1,10,851,456,136,700,9.7,18.1,2.3,15.8,2143,299,9.2,60.6
"1036206","PORT ALBERNI",395,108,567,776,14.3,23.7,15.0333333333333,5.86666666666667,3.5,10.2,5.3,0.366666666666667,8.9,16.95,10.1666666666667,3.11666666666667,249,1846,9.78333333333333,18.2,2.55,15.65,10.7168652943301,73.0923694779116,5.9,14.4,23.7,14.8,0.4,4.1,11.2,5.9,3.2,9.2,17.5,10.3,848,448,133,704,10.1,18.4,2.6,15.8,2134,294,9.4,62.8
"1036208","PORT ALBERNI",453,140,684,849,13.8333333333333,22.8,14.7666666666667,6.13333333333333,3.5,9.93333333333333,5.16666666666667,0.4,8.66666666666667,16.3666666666667,9.96666666666667,3.26666666666667,307,2126,9.56666666666667,17.5,2.45,15.05,9.20351207275008,57.0032573289902,5.4,13.4,22.7,13.9,0,3.5,10.7,5.4,2.7,8.5,16.7,9.7,976,502,158,786,9.4,17.7,2.1,15.6,2421,332,8,53.3
"1036210","PORT ALBERNI",NA,127,655,891,14.7666666666667,23.7,15.2,6.36666666666667,4.7,12.0666666666667,6.53333333333333,0.933333333333333,9.73333333333333,17.8833333333333,10.8666666666667,3.65,260,NA,10.5333333333333,18.95,3.05,15.9,NA,72.8846153846154,5.8,14.2,23.6,14.7,0.4,4,11.1,5.8,3.1,9.1,17.3,10.2,845,447,133,693,9.9,18.3,2.5,15.8,2118,292,9.4,62.8
"1036218","PORT ALBERNI",446,122,610,860,14.5,24.3,14.7333333333333,5.06666666666667,3.26666666666667,10.1,5.1,-0.166666666666667,8.88333333333333,17.2,9.91666666666667,2.45,279,2038,9.6125,18.4,1.75,16.65,9.62340529931305,65.9498207885305,5.4,13.9,23.5,14.3,0.1,3.7,10.9,5.6,2.8,8.8,17.2,9.9,858,459,129,713,9.7,18.2,2.2,16,2160,294,9.1,61.9
